State and County FIPS Code,Actual Per Capita Costs
28139,8509.32
28141,9013.56
28143,10849.71
28999,*
28145,8349.93
28147,10561.27
28149,10254.12
28151,9939.07
28153,9017.04
28155,8755.27
28157,9854.99
28159,8815
28161,9327.71
28163,10983.09
,7276.29
30001,8440.25
30003,9978.85
30005,7626.76
30007,6930.96
30009,7128.73
30011,6053.06
30013,7946.28
30015,7520.58
30017,7107.83
30019,8603.91
30021,6779.61
30023,8215.84
30025,8850.04
30027,6368.81
30029,6734.04
30031,6616.83
30033,6466.64
30035,9381.86
30037,6334.65
30039,5665.69
30041,6696.56
30043,6492.29
30045,5833.27
30047,8123.81
30049,6921.38
30051,9052.78
30053,6629.67
30057,7659.37
30055,6820.49
30059,8393.5
30061,6695.73
30063,6655.83
30065,7998.5
30067,6708.63
30069,9520.37
30071,7585.32
30073,9160.72
30075,5816.35
30077,7335.64
30079,5666.32
30081,6029.37
30083,7256.5
30085,10125.41
30087,7768.94
30089,6573.74
30091,7509.99
30093,7983.24
30095,7371.56
30097,7338.91
30099,8520.19
30101,7641.05
30103,6658.21
30999,*
30105,7772.43
30107,8095.55
30109,8467.93
30111,7845.41
,8825.86
37001,9133.42
37003,8557.17
37005,8882.6
37007,9297.3
37009,8198.51
37011,8565.51
37013,8085.18
37015,9735.94
37017,10778.6
37019,7860.46
37021,7617.72
37023,8200.86
37025,9267.87
37027,8274.65
37029,8833.23
37031,8212.95
37033,8719.64
37035,8002.5
37037,8319
37039,7306.56
37041,8900.19
37043,6562.9
37045,8779.3
37047,10026.97
37049,8654.02
37051,9268.6
37053,8178.78
37055,6626.13
37057,9247.93
37059,9072.61
37061,9457.03
37063,9794.17
37065,9831.91
37067,9778.66
37069,9148.57
37071,9447.3
37073,8598.52
37075,7186.51
37077,8719.88
37079,9473.25
37081,8925.91
37083,9466.93
37085,9863.93
37087,7793
37089,7841.05
37091,8855.22
37093,10063.77
37095,8202.98
37097,9118.58
37099,7446.66
37101,9372
37103,8556.53
37105,8784.69
37107,9152.57
37109,9033.87
37113,6827.08
37115,7141.52
37117,10163.66
37111,8107.78
37119,9129.97
37121,6940.12
37123,9098.01
37125,8493.61
37127,9509.63
37129,8842.82
37131,9799.13
37133,8764.42
37135,8346.04
37137,8258.81
37139,8580.22
37141,8881.21
37143,7982.27
37145,9545.15
37147,9595.3
37149,7432.3
37151,8595.32
37153,9417.75
37155,10666.12
37157,8802.68
37159,9365.85
37161,8049.91
37163,9569.66
37165,8772.09
37167,9179.02
37169,9835.33
37171,9686.19
37173,8941.16
37175,7611
37177,9094.88
37999,*
37179,8478.84
37181,8881.23
37183,8164.62
37185,8763.26
37187,8693.83
37189,8205.84
37191,9225.97
37193,8858.71
37195,9632.2
37197,9868.85
37199,7269.5
,8164.04
38001,8116.71
38003,8815.6
38005,9652.06
38007,5261.61
38009,7535.34
38011,8069.84
38013,8154.41
38015,7849.56
38017,8314.41
38019,7537.98
38021,9161.15
38023,9368.09
38025,7692.91
38027,8436.55
38029,8326.52
38031,7755.93
38033,9191.35
38035,8862.49
38037,8966.25
38039,8393.25
38041,7907.46
38043,6607.75
38045,8388.82
38047,8308.46
38049,8218.91
38051,8677.54
38053,8903.66
38055,8065.09
38057,7637.18
38059,8300.43
38061,7547.43
38063,8830.38
38065,7364.33
38067,7699.85
38069,8354.32
38071,7797.84
38073,9367.77
38075,6564.84
38077,7541.14
38079,10266.21
38081,8491.83
38083,7889.29
38085,12673.74
38087,7485.31
38089,7460.95
38091,6736.02
38093,7928.35
38095,9331.37
38097,8386.01
38999,*
38099,8607.86
38101,7560.37
38103,7732.21
38105,7480.37
,8756.08
31001,8671.66
31003,10280.02
31005,8216.8
31007,6397.83
31009,7732.26
31011,8511.27
31013,9327.95
31015,10516.16
31017,10586.53
31019,8267.97
31021,9838.91
31023,7874.17
31025,7922.42
31027,7872.07
31029,10570.92
31031,8735.65
31033,9112.39
31035,7668.36
31037,9524.15
31039,9080.87
31041,8975.07
31043,7709.23
31045,6313.1
31047,8998.36
31049,8666.65
31051,7303.49
31053,8690.33
31055,8683.69
31057,13382.28
31059,9622.36
31061,10598.86
31063,9642.26
31065,11108.57
31067,9299.19
31069,9571.47
31071,9966.04
31073,8236.82
31075,8205.17
31077,10115.03
31079,8038.26
31081,7786.19
31083,9304.11
31085,7133.79
31087,11556.38
31089,11968.46
31091,6632.95
31093,8545.79
31095,8628.66
31097,10435.57
31099,9379.08
31101,7720.81
31103,7212.36
31105,9680.89
31107,8552.64
31109,8065.65
31111,9520.85
31113,10315.64
31115,9903.22
31119,9510.51
31117,10121.16
31121,8198.17
31123,10034.48
31125,10363.54
31127,10069.92
31129,10699.03
31131,9594.47
31133,9360.79
31135,8190.76
31137,9896.07
31139,9649.51
31141,8357.34
31143,8894.09
31145,9978.81
31147,10673.99
31149,9968.27
31151,9465.03
31153,8121.12
31155,9313.09
31157,8268.33
31159,8494.67
31161,7646.69
31163,8958.2
31165,8743.59
31167,7722.82
31169,8847.82
31171,6576.88
31173,12740.59
31999,*
31175,10266.57
31177,9157.59
31179,8840.98
31181,10410.3
31183,8393.25
31185,8799.72
,8704.22
33001,8501.33
33003,7975.31
33005,8129.15
33007,8860.44
33009,8719.92
33011,8957.35
33013,8739.74
33015,9019.43
33017,8231.08
33019,8344.35
33999,*
,11476.91
34001,11936.78
34003,11984.62
34005,10759.16
34007,11647.38
34009,10703.29
34011,11792.56
34013,13407.96
34015,11387.37
34017,12898.88
34019,9254.64
34021,11504.86
34023,11431.03
34025,11131.76
34027,10526.12
34029,11199.49
34031,12505.36
34033,10441.57
34035,10237.29
34037,9747.72
34999,*
34039,11069.21
34041,10389.16
,7785.04
35001,7713.56
35003,5343.21
35005,8595.92
35006,8841.6
35007,6251.39
35009,8796.44
35011,9642.91
35013,8201.61
35015,8093.19
35017,6577.05
35019,7091.24
35021,5968.54
35023,6086.92
35025,9434.79
35027,7034.48
35028,6930.51
35029,7944
35031,9236.43
35033,5199.67
35035,8546.7
35037,8997.71
35039,6988.54
35041,9013.24
35045,8740.61
35047,6997.48
35043,7448.08
35049,6326.56
35051,7723.19
35053,6673.3
35055,6296.68
35057,7091.03
35999,*
35059,10717.37
35061,7007.72
,10023.81
32510,9459.43
32001,8421.27
32003,11069.55
32005,7931.8
32007,8604.25
32009,7227.75
32011,6533.68
32013,8722.45
32015,7091.38
32017,8133.9
32019,7860.85
32021,7831.63
32023,8887.88
32027,8122.08
32029,6873.06
32999,*
32031,8288.63
32033,9697.33
,11245.99
36001,8458.51
36003,7800.65
36005,15681.65
36007,7893.68
36009,7946.18
36011,8309.93
36013,7878.39
36015,8469.74
36017,7398.11
36019,8647.53
36021,8840.88
36023,8378.93
36025,8999.15
36027,9958.05
36029,8609.7
36031,8104.6
36033,8028.8
36035,7766.79
36037,8677.18
36039,8982.01
36041,6526.67
36043,8577.39
36045,8395.77
36047,15361.32
36049,7545.92
36051,7326.23
36053,7574.07
36055,9194.51
36057,8109.39
36059,12219.35
36061,12486.4
36063,8548.05
36065,8223.92
36067,8942.95
36069,7298.06
36071,10886.9
36073,8762.37
36075,9245.24
36077,8083.14
36079,10611.57
36081,13269.92
36083,8584.41
36085,12617.8
36087,12009.47
36091,7455.1
36093,7952.22
36095,7910.7
36097,8179.74
36099,8232.75
36089,7976.98
36101,7308.72
36103,11948.1
36105,9500.76
36107,7505.62
36109,6518.88
36999,*
36111,9146.51
36113,7968.16
36115,7619.81
36117,8612.99
36119,11929.92
36121,8329.28
36123,6238.6
,9891.2
39001,9884.66
39003,9899.93
39005,7932.18
39007,10742.72
39009,10121.02
39011,8807.72
39013,9135.99
39015,9802.03
39017,9927.28
39019,8504.75
39021,9168.2
39023,10222.77
39025,9570.29
39027,9383.66
39029,9724.94
39031,9696.39
39033,9612.68
39035,10698.96
39037,8675.58
39039,8683.63
39041,8698.1
39043,9760.03
39045,9707.63
39047,9205.93
39049,10773.35
39051,9176.83
39053,8886.56
39055,8940.41
39057,9394.74
39059,9999.38
39061,10701.49
39063,7650.85
39065,9349.9
39067,10155.27
39069,8797.29
39071,9669.26
39073,8736.87
39075,8043.78
39077,9113.03
39079,9458.83
39081,10823.59
39083,9550.67
39085,9895.43
39087,9552.5
39089,8986.8
39091,9200.16
39093,10332.6
39095,10933.95
39097,9608.47
39099,9967.97
39101,10070.32
39103,8780.08
39105,9314.97
39107,8123.11
39109,9339.28
39111,8306.38
39113,10529.85
39115,8524.19
39117,9490.75
39119,9744.21
39121,8811.32
39123,9558.56
39125,8923.63
39127,9662.96
39129,9876.26
39131,10202.75
39133,9258.96
39135,9785.86
39137,9248.31
39139,8836.87
39141,9778.85
39143,8829.54
39145,11999.37
39147,7922
39149,8450.21
39151,9384.16
39153,10083.01
39155,9840.59
39157,8665.98
39999,*
39159,9459.78
39161,9075.22
39163,9334.93
39165,9362.3
39167,8971.72
39169,8386.79
39171,8145.42
39173,9179.88
39175,8364.54
,9257.49
40001,10135.38
40003,7295.44
40005,11156.45
40007,9557.16
40009,9341.93
40011,9994.17
40013,11157.51
40015,9984.7
40017,8809.81
40019,9551
40021,8938.29
40023,11350.92
40025,11227.55
40027,9104.95
40029,9987.75
40031,8478.56
40033,9058.66
40035,9319.67
40037,9336.1
40039,9108.34
40041,8451.81
40043,8761.21
40045,7175.2
40047,8303.93
40049,9286.9
40051,9348.67
40053,10180.46
40055,12167.54
40057,8863.15
40059,8152.51
40061,9536.76
40063,9292.58
40065,9997.64
40067,9409.91
40069,11030.59
40071,8128.04
40073,10753.41
40075,9485.62
40077,9330.03
40079,9821.54
40081,8894.65
40083,9369.91
40085,10753.99
40093,8288.86
40095,10820.93
40097,9772.73
40087,8821.8
40089,9986.28
40091,8911.76
40099,10702.71
40101,9770.93
40103,7926.94
40105,7660.42
40107,8948.52
40109,10022.93
40111,9020.01
40113,8835.33
40115,8902.84
40117,9577.93
40119,8758.41
40121,8773.15
40123,9408.37
40125,9308.48
40127,9067.28
40129,8412.27
40131,8361.24
40133,10680.41
40135,8774.07
40137,8839.03
40139,7591.85
40141,9226.75
40143,8963.99
40999,*
40145,8293.72
40147,7581.93
40149,8434.14
40151,6898.22
40153,7462.68
,7721.48
41001,7079.84
41003,6730.71
41005,7658.66
41007,8701.58
41009,7934.63
41011,8513.14
41013,7288.33
41015,7601.65
41017,7162.14
41019,6881.49
41021,8412.95
41023,7401.86
41025,8279.05
41027,7424.59
41029,7268.08
41031,7693.77
41033,6591.23
41035,7463.52
41037,7983.65
41039,7465.81
41041,6998.24
41043,7645.08
41045,7967.42
41047,7989.93
41049,8165.15
41051,8605.47
41053,7975.13
41055,9257.35
41057,8067.89
41999,*
41059,8204.03
41061,8365.94
41063,7794.19
41065,7776.27
41067,8305.3
41069,6233.4
41071,8283.6
,10043.17
42001,9057.55
42003,11088.33
42005,9419.79
42007,9542.36
42009,8698.21
42011,9975.99
42013,9483.31
42015,8056.28
42017,10278.76
42019,8855.26
42021,10296.21
42023,9559.16
42025,9847.63
42027,9331.86
42029,9952.61
42031,9492.21
42033,9247.11
42035,8795.02
42037,9512.44
42039,8782.52
42041,9406.73
42043,10372.58
42045,11386.05
42047,9434.05
42049,9077.97
42051,9258.67
42053,9540.7
42055,8743.34
42057,9475.5
42059,9658.61
42061,9188.41
42063,9271.16
42065,9393.57
42067,9244.44
42069,9317.02
42071,8513.76
42073,10515.27
42075,8477.92
42077,9744.32
42079,9738.77
42081,8444.07
42083,8186.25
42085,9625.75
42087,9504.39
42089,9442.84
42091,10427.71
42093,10261.81
42095,10299.12
42097,9813.52
42099,9611.94
42101,13258.03
42103,9077.12
42105,8788.6
42107,9413.21
42109,8672.67
42111,9330.79
42113,9069.3
42115,7674.03
42117,7932.57
42999,*
42119,8004.23
42121,9214.38
42123,8209.01
42125,10320.82
42127,8630.75
42129,10021.86
42131,8336.2
42133,9429.69
,5419.96
,10121.09
44001,9680.65
44003,10450.22
44005,9711.29
44007,10384.13
44999,*
44009,9233.35
,8779.49
45001,9048.29
45003,8213.68
45005,10704.27
45007,9216.53
45009,10299.05
45011,8669.22
45013,7858.95
45015,9073.73
45017,9576.58
45019,9020.63
45021,8069.05
45023,9083.94
45025,8440.61
45027,9450.21
45029,10113.91
45031,9766.64
45033,9338.58
45035,8912.03
45037,8437.5
45039,9387.3
45041,9206.91
45043,8606.19
45045,8602.59
45047,9330.11
45049,10153.81
45051,8223.1
45053,9129.25
45055,8902.74
45057,8568.41
45059,9328.6
45061,10014.88
45063,8366.95
45067,9234.35
45069,9000.05
45065,8016.48
45071,8352.08
45073,8130.2
45075,9250.44
45077,8805.8
45079,8815.35
45081,8489.92
45083,8851.88
45085,9498.79
45999,*
45087,9464.05
45089,9773.42
45091,8662.23
,8056.88
46003,7657.78
46005,6962.92
46007,11775.92
46009,8880.54
46011,7136.26
46013,8907.12
46015,7784.5
46017,14898.42
46019,5947.69
46021,8493.21
46023,10108.56
46025,7820.23
46027,8251.84
46029,8138.03
46031,8328.43
46033,6727.05
46035,8210.76
46037,8553.15
46039,8543.49
46041,12144.65
46043,9142.9
46045,7735.77
46047,8463.86
46049,13385.76
46051,7798.53
46053,8924.37
46055,7425.51
46057,6804.97
46059,8009.95
46061,6435.56
46063,7835.61
46065,6939.07
46067,7525.5
46069,6551.65
46071,8521.23
46073,10025.26
46075,6208.02
46077,8515.76
46079,7289.92
46081,6236.31
46083,8437.27
46085,7358.26
46091,8395.51
46087,7776.27
46089,7659.44
46093,6843.33
46095,8976.26
46097,7750.51
46099,8134.25
46101,8004.16
46103,7889.74
46105,8180.92
46107,9103.12
46109,7951.9
46111,8134.29
46113,14447.41
46115,10082.59
46117,6054.86
46119,7102.91
46121,14365.2
46123,8334.38
46125,8580.65
46999,*
46127,7946.42
46129,7324.71
46135,6942.43
46137,7604.98
,8930.38
47001,8156
47003,9072.06
47005,8689.36
47007,9624.96
47009,8005.53
47011,8995.99
47013,8767.94
47015,9719.21
47017,9250.14
47019,8531.28
47021,8624.16
47023,8460.31
47025,8713.89
47027,8532.69
47029,7861.48
47031,9974.19
47033,8981.63
47035,7794.37
47037,9496.1
47041,8673.8
47039,9728.81
47043,10247.66
47045,10207.61
47047,9073.69
47049,9528.78
47051,9514.09
47053,8922.54
47055,8888.27
47057,7298.64
47059,7943.77
47061,9836.09
47063,8629.54
47065,9156.51
47067,9103.29
47069,8665.84
47071,9027.96
47073,7944.25
47075,10039.77
47077,8884.25
47079,7789.55
47081,9689.58
47083,9762.98
47085,10282.75
47087,8565.79
47089,8407.47
47091,7805.62
47093,8202.27
47095,11562.86
47097,9969.49
47099,8852.39
47101,8541.88
47103,8557.59
47105,7509.38
47111,10113.14
47113,8892.04
47115,9099.75
47117,8844.23
47119,8542.5
47107,8059.51
47109,8669.04
47121,8538.89
47123,7721.46
47125,8417.46
47127,7904.28
47129,8489.41
47131,9105.79
47133,8273.44
47135,9753.21
47137,9098.81
47139,7786.9
47141,8284.78
47143,9347.7
47145,8767.19
47147,9617.44
47149,8977.07
47151,9948.81
47153,8947.81
47155,8124.46
47157,10136.96
47159,9555
47161,8320.48
47163,7712.21
47165,9734.91
47167,9814.14
47169,10913.4
47999,*
47171,9054.96
47173,7631.01
47175,8574.86
47177,9011.59
47179,8027.58
47181,8497.93
47183,9441.76
47185,8469.76
47187,7650.31
47189,9470.21
,10865.9
48001,10726.04
48003,7976.69
48005,9991.08
48007,8586.31
48009,10335.49
48011,8342.1
48013,10152.84
48015,8654.54
48017,9607.69
48019,7953.53
48021,9793.12
48023,11683.4
48025,12526.05
48027,9597.92
48029,10161
48031,7455.07
48033,9307.92
48035,8589.31
48037,9520.25
48039,11469.95
48041,9593.01
48043,6174.01
48045,9234.64
48047,13290.82
48049,9191
48051,9916.88
48053,9182.71
48055,11353.3
48057,11012.96
48059,9330.28
48061,11644.22
48063,11271.91
48065,10153.62
48067,10299.77
48069,11604.16
48071,11371.14
48073,10796.59
48075,9968.74
48077,10634.55
48079,11911.84
48081,7993.65
48083,9170.95
48085,10307.75
48087,15363.43
48089,10798.88
48091,8648.72
48093,8567.07
48095,10477.72
48097,10573.13
48099,9103.28
48101,8741.7
48103,12629.96
48105,7922.15
48107,11918.1
48109,13029.99
48111,11031.23
48113,12168.36
48115,9865.72
48123,10510.67
48117,9764.1
48119,10871.79
48121,10629.41
48125,9022.72
48127,11693.74
48129,9553.64
48131,14475.94
48133,10453.86
48135,9574.87
48137,8600.27
48141,10123.55
48139,10689.62
48143,8802.24
48145,10105.06
48147,11561.17
48149,8945.53
48151,10150.2
48153,10555.24
48155,11217.46
48157,10896.35
48159,10289.23
48161,9629.92
48163,11501.28
48165,9902.55
48167,13041.86
48169,10998.23
48171,7178.32
48173,10026.58
48175,11460.66
48177,9622.73
48179,10326.38
48181,11541.47
48183,10591.29
48185,10770.19
48187,9207.66
48189,10019.84
48191,10945.45
48193,8834.42
48195,10980.29
48197,11037.74
48199,10556.62
48201,12892.63
48203,10261.11
48205,9556.85
48207,10090.82
48209,9429.91
48211,7617.5
48213,10899.5
48215,12196.71
48217,8364.06
48219,9720.45
48221,9292.84
48223,10773.91
48225,9369.95
48227,9472.23
48229,7632.27
48231,11269.09
48233,10471.09
48235,7659.12
48237,9532.72
48239,10879.03
48241,10486.06
48243,6087.61
48245,11545.83
48247,15977.99
48249,13852.67
48251,11478.73
48253,9512.59
48255,10003.33
48257,10620.22
48259,8457.77
48261,17101.37
48263,12573.46
48265,8265.62
48267,9723.09
48269,6063.65
48271,7715.06
48273,11371.45
48275,10708.94
48283,11020.1
48277,10127.52
48279,9545.51
48281,11365.95
48285,10692.46
48287,10290.01
48289,9639.02
48291,12904.21
48293,10526.83
48295,7685.11
48297,10875.58
48299,8874.66
48301,*
48303,10532.14
48305,10527.11
48313,11203.85
48315,11097.93
48317,12019.76
48319,6964.47
48321,11848.42
48323,11783.93
48307,9424.65
48309,8650.65
48311,9595.24
48325,10102.75
48327,9765.62
48329,9096.77
48331,11466.01
48333,8253.82
48335,11459.5
48337,10288.85
48339,11450.16
48341,9222.33
48343,10188.7
48345,9283
48347,10780.73
48349,10368.66
48351,10765.93
48353,9851.55
48355,10830.16
48357,8328.11
48359,8617.54
48361,10906.91
48363,10619.8
48365,10845.57
48367,10335.68
48369,10515.83
48371,11472.76
48373,8911.7
48375,10342.87
48377,5786.56
48379,10537.35
48381,9073.54
48383,10014.11
48385,9669.01
48387,11038.06
48389,9391.45
48391,11555.57
48393,5837.92
48395,10193.2
48397,10173.07
48399,10317.91
48401,10898.2
48403,10462.44
48405,10912.26
48407,12020.43
48409,10647.81
48411,7688.69
48413,10187.33
48415,10271.12
48417,9134.55
48419,9880.05
48421,8754.58
48423,10732.17
48425,10157.97
48427,12545.91
48429,10893.44
48431,7564.21
48433,12888.84
48435,7938.7
48437,11586.4
48439,11754.49
48441,9573.43
48443,7160.93
48445,12119.17
48447,12793
48449,10139.45
48451,8790.42
48453,9972.63
48455,10548.94
48457,9541.39
48999,*
48459,10133.28
48461,9445.81
48463,9458.04
48465,8296.04
48467,9898.51
48469,10026.85
48471,11220.68
48473,11296.58
48475,8778.7
48477,8751.97
48479,11419.06
48481,11657.14
48483,13237.17
48485,11153.82
48487,10130.52
48489,12555.49
48491,9099.25
48493,9064.69
48495,9200.53
48497,11490.11
48499,9979.44
48501,11097.25
48503,11593.64
48505,11250.12
48507,13359.85
,*
,8339.73
49001,8790.54
49003,7775.63
49005,8168.79
49007,8304.25
49009,11224.93
49011,8108.62
49013,6579.82
49015,8002.47
49017,6714.19
49019,7571.97
49021,7333.06
49023,9115.2
49025,6910.59
49027,8475.91
49029,9080.9
49031,6142.8
49033,8136.78
49035,8691.25
49037,10534.59
49039,7641.34
49041,7367.78
49043,7475.11
49045,8633.03
49999,*
49047,7360.27
49049,8692.37
49051,7377.84
49053,8121.34
49055,7114.57
49057,8448.65
,8571.3
51001,8965.7
51003,8242.09
51510,9296.32
51005,8242.79
51007,8474.82
51009,8298.52
51011,8421.51
51013,8027.23
51015,7985.77
51017,9823.69
51019,7727.26
51021,8564.46
51023,7458.69
51520,8320.52
51025,8668.52
51027,7625.89
51029,8399.38
51530,7706.58
51031,8346.82
51033,8732.4
51035,8116.13
51036,8813.49
51037,7580.38
51540,8833.11
51550,9083.57
51041,8585.07
51043,7512.96
51570,8681.84
51580,8386.16
51045,7941.06
51047,8602.21
51049,8677
51590,10316.74
51051,7328.95
51053,8872.17
51595,10153.94
51057,8493.47
51059,7944.81
51600,9231.99
51610,7423.83
51061,9160.27
51063,7783.07
51065,8302.67
51067,7014.81
51620,8900.82
51069,7535.06
51630,9964.05
51640,9869.45
51071,7861.71
51073,8628.65
51075,7923.58
51077,8072.39
51079,8591.31
51081,8807.75
51083,8337.95
51650,9072.85
51085,8857.06
51660,8740.58
51087,9390.15
51089,8073.75
51091,7195.49
51670,10015.85
51093,8531.46
51095,7938.54
51099,8981.54
51101,9772.24
51097,8788.83
51103,7338.45
51105,7697.13
51678,9408.76
51107,8241.75
51109,8126.86
51111,7907.33
51680,9459.96
51113,7443.9
51683,8883.6
51685,9906.91
51690,8916.46
51115,7599.14
51117,8674.38
51119,7600.1
51121,7907.31
51125,8255.08
51127,8098.55
51700,9294
51710,10289.05
51131,8629.49
51133,7506.71
51720,8776.07
51135,9831.05
51137,8197.17
51139,8291.26
51141,7736.31
51730,10550.27
51143,7884.66
51735,7798.72
51740,9550.35
51145,8105.22
51147,8474.97
51149,8962.04
51153,8430.86
51155,8511.97
51750,10571.06
51157,7213.04
51159,9024.65
51760,10677.95
51161,8091.52
51770,8883.94
51163,7240.57
51165,8235.35
51167,7680.24
51775,8076.71
51169,7961.91
51171,8016.87
51173,8210.23
51175,8710.63
51177,9603.92
51179,9198.33
51790,9002.51
51800,8379.29
51181,8403.36
51183,9731.7
51185,8103.66
51999,*
51810,8907.05
51187,8451
51191,7825.2
51820,8436.9
51193,8847.12
51830,7528.29
51840,8710.81
51195,8629.14
51197,8858.93
51199,8011.44
,5003.01
78010,5160.8
78020,3927
78030,4930.65
,8078.5
50001,8063.44
50003,8740.08
50005,7439.28
50007,7837.58
50009,6890.4
50011,8373.68
50013,7118.23
50015,7354.36
50017,8592.99
50019,6986.6
50021,8680.23
50999,*
50023,7841.05
50025,8016.46
50027,8669.48
,8255.27
53001,8089.1
53003,7821.6
53005,8591.41
53007,7975
53009,7565.26
53011,8663.66
53013,8755.83
53015,8524.31
53017,8092.58
53019,7638.65
53021,8403.31
53023,10726.16
53025,8155.27
53027,8238.93
53029,7094.17
53031,7118.87
53033,8629.33
53035,7607.46
53037,7920.09
53039,8248.4
53041,8278.4
53043,9438.83
53045,7630.97
53047,7460.5
53049,8647.79
53051,6973.87
53053,8507.26
53055,6648.25
53057,8144.59
53059,9123.05
53061,8234.04
53063,8816.58
53065,7463.55
53067,7318.13
53999,*
53069,7419.61
53071,7790.3
53073,7675.55
53075,9757.16
53077,8263.23
,8357.7
55001,6765.66
55003,8818.82
55005,8504.68
55007,7152.55
55009,7938.68
55011,7786.02
55013,7206.56
55015,8265.89
55017,8347.66
55019,8241.82
55021,7875.09
55023,9178.56
55025,7768.68
55027,8143.8
55029,7083.37
55031,8659.28
55033,9180.58
55035,8155.97
55037,6936.14
55039,7435.61
55041,7856.74
55043,7296.67
55045,7188.44
55047,7579.37
55049,8005.44
55051,7981.92
55053,7869.22
55055,7596.89
55057,7501.38
55059,9382.29
55061,8590.43
55063,7793.38
55065,8668.09
55067,8113.98
55069,8106.43
55071,7663.97
55073,7219.32
55075,8159.25
55077,7652.38
55078,6779.24
55079,10231.01
55081,7393.11
55083,7965.32
55085,7343.13
55087,7415.59
55089,8040.96
55091,9001.39
55093,7994.54
55095,8864.85
55097,8163.94
55099,7834.58
55101,9378.34
55103,7964.59
55105,8411.08
55107,9098.75
55111,7890.54
55113,7572.67
55115,7758.81
55117,7195.62
55109,8567.17
55119,7402.91
55121,8231.88
55999,*
55123,7971.74
55125,7633.43
55127,8267.94
55129,7851.26
55131,8044.49
55133,8472.06
55135,7388.1
55137,7568.04
55139,7881.03
55141,7997.9
,8437.75
54001,8332.27
54003,8119.01
54005,8528.72
54007,7475.53
54009,10507
54011,8824.2
54013,8031.99
54015,8218.75
54017,6577.86
54019,8635.49
54021,7914.45
54023,7222.72
54025,8058.55
54027,7893.19
54029,10068.14
54031,7370.16
54033,8617.52
54035,7986.74
54037,7906.79
54039,8886.55
54041,7764.34
54043,8585.8
54045,8465.61
54049,9164.19
54051,8296.6
54053,7945.71
54047,7482.09
54055,8140.33
54057,10237.87
54059,8161.65
54061,9406.96
54063,8456.82
54065,8201.38
54067,7438.74
54069,8954.44
54071,7573.46
54073,8320.31
54075,8325.28
54077,9214.82
54079,8678.64
54081,8348.83
54083,8009.13
54085,7424.18
54087,8024.97
54089,7151.77
54091,8433.93
54093,7332.19
54095,8781.12
54999,*
54097,6945.46
54099,7895.41
54101,8194.86
54103,8228.07
54105,7705.83
54107,8578.34
54109,7264.08
,7989.16
56001,7179.16
56003,8255.71
56005,8048.87
56007,7558.69
56009,11583.87
56011,7142.87
56013,7889.34
56015,7535.3
56017,9138.14
56019,6703.77
56021,8735.62
56023,7852.96
56025,8341.22
56027,9285.57
56029,7388.79
56031,8183.52
56033,6514.66
56035,6743.96
56037,7924.08
56039,7228.69
56999,*
56041,7863.16
56043,8059.83
56045,7444.9
,*
